checksum,derivedNs.amortizedInitializationPlusOperationsPerOp,derivedNs.remainingPerOperation,external.processWallNs,fixtureBytes,fixtureHash,heapUsedBytes.afterAllOperations,heapUsedBytes.afterFirstOperation,heapUsedBytes.afterFixture,heapUsedBytes.afterInitialization,heapUsedBytes.beforeFixture,javaHome,javaVendor,javaVmName,jvmVersion,library,loadedClassDelta.firstOperation,loadedClassDelta.fixturePreparation,loadedClassDelta.libraryInitialization,loadedClassDelta.remainingOperations,loadedClassesAfter.allOperations,loadedClassesAfter.firstOperation,loadedClassesAfter.fixture,loadedClassesAfter.initialization,operation,operationCount,pid,sample.planIndex,sample.randomizationSeed,sample.repetition,schemaVersion,threadAllocatedBytes.firstOperation,threadAllocatedBytes.fixturePreparation,threadAllocatedBytes.libraryInitialization,threadAllocatedBytes.remainingOperations,threadAllocatedBytes.supported,timingNs.firstOperation,timingNs.fixturePreparation,timingNs.initializationPlusOperations,timingNs.libraryInitialization,timingNs.mainEntryToFixtureStart,timingNs.operationsTotal,timingNs.remainingOperations
81,1.16779068E8,,847823814,2142,-959204706,13576440,13576440,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,572,80,635,,2205,2205,998,1633,deserialize,1,152866,75,20260812,3,1,5165288,1792272,8435808,,true,45979146,11292550,116779068,70799922,18441136,45979146,0
59341087977409921,1.23134825E7,235011.44444444444,853991277,2142,-959204706,11575440,10553968,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,418,80,635,68,2119,2051,998,1633,serialize,10,152911,76,20260812,3,1,4601224,1792272,8435808,21600,true,46527373,11385023,123134825,74492349,18209849,48642476,2115103
2173,1.27363455E8,,908297213,2142,-959204706,10407432,10407432,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,413,80,635,,2046,2046,998,1633,serialize,1,152958,77,20260812,3,1,4601224,1792272,8435808,,true,47624528,13115849,127363455,79738927,20477188,47624528,0
-7711186731443673343,1243679.05,110336.65656565657,188235720,2142,-959204706,7376024,5951272,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,153003,78,20260812,3,1,3464160,1792272,10590144,1126056,true,44575618,11580032,124367905,68868958,18302684,55498947,10923329
-7711186731443673343,523267.96,120796.25252525252,116849197,2142,-959204706,12802584,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,153026,79,20260812,3,1,1854848,1792272,1273568,1620208,true,24130140,12070601,52326796,16237827,18770479,36088969,11958829
81,1.2510924E7,,75914290,2142,-959204706,8359384,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,153049,80,20260812,3,1,863600,1791024,280792,,true,9580149,12399653,12510924,2930775,18461074,9580149,0
59341087977409921,3813983.2,173399.22222222222,99573288,2142,-959204706,11366520,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,153071,81,20260812,3,1,1854848,1792272,1273568,75888,true,22597461,11180767,38139832,13981778,17694853,24158054,1560593
2173,1.1161381E8,,178447616,2142,-959204706,6132208,6132208,7436096,18147344,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,153093,82,20260812,3,1,3464160,1792272,10592928,,true,42295452,13437207,111613810,69318358,18337358,42295452,0
-1473038263736110079,568410.98,156715.8383838384,119600364,2142,-959204706,13138440,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,153115,83,20260812,3,1,1831080,1792272,1273568,1934040,true,24865682,11453363,56841098,16460548,17970675,40380550,15514868
2185675431948801,1.36642932E7,296133.6666666667,895763493,2142,-959204706,14572088,13274200,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,505,80,635,76,2214,2138,998,1633,deserialize,10,153138,84,20260812,3,1,5165288,1792272,8435808,38824,true,48454859,14110981,136642932,85522870,19370483,51120062,2665203
2173,1.3257385E7,,78625018,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,153183,85,20260812,3,1,1037744,1791024,280792,,true,10035719,12590324,13257385,3221666,19610508,10035719,0
81,1.34948404E8,,197690938,2142,-959204706,9657968,9657968,7436096,18147352,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,153205,86,20260812,3,1,6925640,1792272,10591040,,true,62622326,11850975,134948404,72326078,17895182,62622326,0
59341087977409921,1517946.2,184574.77777777778,77932216,2142,-959204706,8722464,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,153227,87,20260812,3,1,1037744,1791024,280792,28456,true,10695498,11690933,15179462,2822791,17580876,12356671,1661173
-7711186731443673343,1359435.47,154359.15151515152,837131658,2142,-959204706,19476760,9414552,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,391,80,635,310,2334,2024,998,1633,serialize,100,153249,88,20260812,3,1,4601224,1792272,8435808,1060144,true,44878310,12373944,135943547,75783681,19475944,60159866,15281556
2185675431948801,1.2896439E7,278141.77777777775,192828025,2142,-959204706,9835400,9477552,7436096,18147352,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,153293,89,20260812,3,1,6925640,1792272,10590208,66312,true,59705718,11267540,128964390,66755396,18446035,62208994,2503276
-1473038263736110079,216103.1,87755.34343434343,86299438,2142,-959204706,10148648,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,153315,90,20260812,3,1,863600,1791024,280792,852560,true,9975295,12230915,21610310,2947236,18412501,18663074,8687779
-1473038263736110079,1500144.4,218737.63636363635,850687631,2142,-959204706,7089528,12900728,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,525,80,635,238,2396,2158,998,1633,deserialize,100,153341,91,20260812,3,1,5165288,1792272,8435808,1289168,true,49449729,13173927,150014440,78909685,19827347,71104755,21655026
-1473038263736110079,1458551.41,160345.63636363635,213713372,2142,-959204706,11603400,9629848,7436096,18028576,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,153386,92,20260812,3,1,6925640,1792272,10590592,1608024,true,59291953,12070190,145855141,70688970,19882482,75166171,15874218
2185675431948801,1538868.8,217450.33333333334,81621606,2142,-959204706,8717232,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,153410,93,20260812,3,1,863600,1791024,280792,77856,true,10388757,12642694,15388688,3042878,19885688,12345810,1957053
-7711186731443673343,212902.87,58075.656565656565,95850940,2142,-959204706,9080312,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,153432,94,20260812,3,1,1037744,1791024,280792,303736,true,11814405,14925853,21290287,3726392,23391221,17563895,5749490
81,4.5442557E7,,113560361,2142,-959204706,10242624,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,153456,95,20260812,3,1,1831080,1792272,1273568,,true,27964094,14065986,45442557,17478463,19563638,27964094,0
2173,1.2267904E7,,74370055,2142,-959204706,8362480,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,,1083,1083,998,1014,serialize,1,153477,96,20260812,4,1,1037744,1791024,280792,,true,9472956,11324458,12267904,2794948,18060324,9472956,0
81,1.1871493E7,,72803069,2142,-959204706,8359384,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,,1077,1077,998,1014,deserialize,1,153499,97,20260812,4,1,863600,1791024,280792,,true,9167366,11136202,11871493,2704127,17229242,9167366,0
-1473038263736110079,1510431.57,219007.34343434343,870020582,2142,-959204706,8208056,13010128,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,559,80,635,213,2405,2193,998,1633,deserialize,100,153520,98,20260812,4,1,5165448,1792272,8435808,1288904,true,50436116,12379835,151043157,78925314,20221684,72117843,21681727
59341087977409921,1368894.1,169054.33333333334,74124619,2142,-959204706,8722464,8362480,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,153566,99,20260812,4,1,1037744,1791024,280792,28456,true,9251445,11252442,13688941,2916007,17742342,10772934,1521489
2185675431948801,1369511.5,205310.66666666666,74458359,2142,-959204706,8359384,8359384,7247920,7617552,5544128,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,10,153588,100,20260812,4,1,863600,1791024,280792,77856,true,9014337,11529256,13695115,2832982,17725541,10862133,1847796
81,3.7346407E7,,100978401,2142,-959204706,10242624,10242624,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,,1392,1392,998,1195,deserialize,1,153610,101,20260812,4,1,1831080,1792272,1273568,,true,23193126,12108210,37346407,14153281,18449200,23193126,0
-7711186731443673343,1483517.62,182912.47474747474,849869596,2142,-959204706,21451672,10045240,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,396,80,635,304,2333,2029,998,1633,serialize,100,153632,102,20260812,4,1,4601360,1792272,8435808,1060624,true,48299222,12492219,148351762,81944205,19161727,66407557,18108335
81,1.38322333E8,,208958000,2142,-959204706,9477744,9477744,7436096,18147368,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,,1999,1999,998,1599,deserialize,1,153678,103,20260812,4,1,6925640,1792272,10590208,,true,63348749,13714300,138322333,74973584,21478281,63348749,0
2185675431948801,1.32510356E7,348953.55555555556,855161879,2142,-959204706,14445872,12977440,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,506,80,635,87,2226,2139,998,1633,deserialize,10,153701,104,20260812,4,1,5165288,1792272,8435808,38888,true,48943371,12672408,132510356,80426403,18990354,52083953,3140582
59341087977409921,1.19950329E7,304034.22222222225,845780083,2142,-959204706,12711224,11343192,7736064,16353192,6115432,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,435,80,635,47,2115,2068,998,1633,serialize,10,153748,105,20260812,4,1,4601224,1792272,8435808,21600,true,43579070,11820476,119950329,73634951,18396961,46315378,2736308
81,1.25702292E8,,866045835,2142,-959204706,12227240,12227240,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,494,80,635,,2128,2127,998,1633,deserialize,1,153793,106,20260812,4,1,5165288,1792272,8435808,,true,47883975,12577008,125702292,77818317,20234157,47883975,0
-1473038263736110079,546136.28,146249.55555555556,117600091,2142,-959204706,13138440,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,27,1419,1392,998,1195,deserialize,100,153838,107,20260812,4,1,1831080,1792272,1273568,1934040,true,24252530,11902742,54613628,15882392,17684874,38731236,14478706
-7711186731443673343,538503.35,122342.40404040404,120539513,2142,-959204706,12802584,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,25,1418,1393,998,1195,serialize,100,153861,108,20260812,4,1,1854848,1792272,1273568,1620208,true,25202288,12632303,53850335,16536149,19507252,37314186,12111898
59341087977409921,4313832.4,253477.33333333334,107261919,2142,-959204706,11366520,10290840,7328528,8415560,5246320,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,0,1393,1393,998,1195,serialize,10,153884,109,20260812,4,1,1854848,1792272,1273568,75888,true,25546188,12498108,43138324,15310840,18817036,27827484,2281296
-7711186731443673343,1279969.52,122751.9696969697,192410695,2142,-959204706,7020528,5953536,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,27,1908,1881,998,1599,serialize,100,153905,110,20260812,4,1,3464160,1792272,10592608,1126056,true,45194767,11451938,127996952,70649740,17917544,57347212,12152445
-1473038263736110079,201978.29,82767.62626262626,84503796,2142,-959204706,10148624,8359384,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,63,80,16,0,1077,1077,998,1014,deserialize,100,153928,111,20260812,4,1,863600,1791024,280792,851672,true,9138282,11655534,20197829,2865552,18776508,17332277,8193995
-1473038263736110079,1484670.64,158329.68686868687,212596870,2142,-959204706,11643264,9478096,7436096,18147344,5210232,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,27,2026,1999,998,1599,deserialize,100,153953,112,20260812,4,1,6925640,1792272,10590656,1608024,true,66962002,11177689,148467064,65830423,18117102,82636641,15674639
2185675431948801,4173794.7,249075.88888888888,105770796,2142,-959204706,11674024,10242624,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,197,80,197,0,1392,1392,998,1195,deserialize,10,153977,113,20260812,4,1,1831080,1792272,1273568,96696,true,24473217,12427735,41737947,15023047,18454520,26714900,2241683
-7711186731443673343,212896.14,76868.28282828283,85701362,2142,-959204706,9080312,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,100,153999,114,20260812,4,1,1037744,1791024,280792,303736,true,10531577,12645848,21289614,3148077,19028556,18141537,7609960
2173,1.2144286E8,,856725425,2142,-959204706,9536656,9536656,7736064,16353192,5757488,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,fory,381,80,635,,2014,2014,998,1633,serialize,1,154023,115,20260812,4,1,4601224,1792272,8435808,,true,43213316,12612825,121442860,78229544,18879404,43213316,0
59341087977409921,1.17116713E7,193087.44444444444,182161178,2142,-959204706,6311040,5953192,7436096,18147352,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,2,1883,1881,998,1599,serialize,10,154069,116,20260812,4,1,3464160,1792272,10592768,38536,true,42822868,11853539,117116713,72556058,19193737,44560655,1737787
2173,3.674135E7,,97004767,2142,-959204706,10290840,10290840,7328528,8415560,5604264,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,gson,198,80,197,,1393,1393,998,1195,serialize,1,154091,117,20260812,4,1,1854848,1792272,1273568,,true,22491418,10978123,36741350,14249932,17160840,22491418,0
2173,1.16760399E8,,183047043,2142,-959204706,5951520,5951520,7436096,18147360,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,282,80,601,,1881,1881,998,1599,serialize,1,154113,118,20260812,4,1,3464160,1792272,10591360,,true,44189032,11769490,116760399,72571367,19114397,44189032,0
2185675431948801,1.3426429E7,296921.8888888889,199537567,2142,-959204706,10193432,9477736,7436096,18147360,5568176,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,jackson,400,80,601,0,1999,1999,998,1599,deserialize,10,154136,119,20260812,4,1,6925640,1792272,10591616,66312,true,57810516,12220412,134264290,73781477,18764427,60482813,2672297
59341087977409921,1404181.0,171013.55555555556,81108340,2142,-959204706,8722464,8362480,7247920,7617552,5186184,$SDKMAN_DIR/candidates/java/25.0.4-librca,BellSoft,OpenJDK 64-Bit Server VM,25.0.4+9-LTS,kotlinx,69,80,16,0,1083,1083,998,1014,serialize,10,154159,120,20260812,5,1,1037744,1791024,280792,28456,true,9641924,12187571,14041810,2860764,20086045,11181046,1539122
